Video Title,Video Link,View Count,Description,Channel Title,Tag,Duration
"IND Vs AUS Highlights 2nd Innings: Australia Declared At 89/7, India Needs 275 Runs To Win I Bumrah",https://youtube.com/watch?v=sEZssgxhDP4,4668,"IND Vs AUS Highlights 2nd Innings: Australia Declared At 89/7, India Needs 275 Runs To Win

India Vs Australia Highlights: Jasprit Bumrah scalped three wickets as Australia declared their second innings at 89/7 on Day 5 of the third Test in Brisbane. India now need 275 runs to win the match. For Australia, Pat Cummins scored 22 while Alex Carey scored 20. Apart from them, Travis Head also scored 17. For India, Jasprit Bumrah took three wickets while Akash Deep and Mohammed Siraj took two wickets each. Earlier, India were all out for 260 against Australia on Day 5 of the third Test match at The Gabba, Brisbane. 

#indvsaus #indiavsaustralia #ausvsind #travishead #mohammadsiraj #yashasvijaiswal #jaspritbumrah #marnuslabuschagne #nitishreddy #viratkohli #australiavsindia #bordergavaskartrophy #bgt #bgt2025 #mitchellstarc #sports #rohitsharma #ravindrajadeja #bumrah #klrahul #rohitsharma #cricket 


Don’t forget to like, comment, and subscribe for more breaking news and updates!

You can give your valuable feedback in the comments or email us on DNA@dnaindia.com.

About Channel:

Welcome to the DNA India, your one-stop platform for all the fastest and most comprehensive English and Hindi news coverage and analysis. Follow us for latest updates on all big developments, explainers, analysis, interviews, ground reports and talk shows. We bring out the different angles to major national and international news stories grabbing headlines.

DNA India presents India news, International news, Entertainment news and gossip, Business and Technology news, Education news, Utility news and Viral news.

- Subscribe Channel: https://bit.ly/43vtFGh 
- To watch more such videos, click:  https://www.dnaindia.com/videos
- Follow Us on Google News: http://bit.ly/Dnaindia 
- Follow Us on Facebook: https://www.facebook.com/dnaindia/ 
- Follow Us on Twitter: https://twitter.com/dna 
- Website: https://www.dnaindia.com/
- Instagram: https://www.instagram.com/dna_india/",DNAIndiaNews,"['ind vs aus', 'ind vs aus highlights', 'india vs australia highlights', 'india vs australia', 'ind vs aus today', 'india', 'australia', 'ind vs aus gabba test', 'brisbane', 'kl rahul', 'kl rahul fifty', 'ravindra jadeja', 'ravindra jadeja fifty', 'bumrah six', 'jasprit bumrah', 'akashdeep', 'pat cummins', 'rohit sharma', 'gautam gambhir', 'virat kohli', 'mitchell starc', 'josh hazelwood', 'cricket', 'ind vs aus live', 'australia vs india', 'aus vs ind highlights', 'ind vs aus test', 'akash deep', 'sports', 'ind vs aus 3rd test day 5']",PT2M17S
| India vs Australia | 4th Test | Day 2 | 2017 BGT HIGHLIGHTS | LIKE SHARE SUBSCRIBE | HD |,https://youtube.com/watch?v=QCKGsVD1Tnw,133,"India vs Australia, 4th Test at Dharamsala, Mar 26 2017 
Like Share & Subscribe. 
#century #crickethighlights #cricketlover #cricket #viratkohli #cricketshorts #kingkohli #indiancricket #indvseng #test #testcricket #msdhoni #indiancricket #century #odicricket #cricketrecords #kingkohli #indvseng #indvsban #indiavsaustralia #indvspak #trending #comments #community 
#indiavssrilanka #galle #indiavssouthafrica #chennai #chepauk #melbourne #mcg #mohali #pakistan #delhi #ferozshahkotla #bordergavaskartrophy 
#2017 #bangalore #chinnaswamystadium #dharamshala #dharamshalacricketstadium",CRIC MEMORIES,"['india vs australia', 'australia', 'india vs australia t20 2016 yuvraj singh', 'india vs australia odi 2013 highlights jaipur', 'india vs australia odi 2013', 'india', 'india vs australia t20 2012 highlights', 'india vs australia t20 2014 highlights', 'india vs australia t20 2013 rajkot full match', 'india vs australia odi 2017 full match highlights', 'india vs australia t20 2018', 'india vs australia odi 2017', 'india vs australia test', 'border gavaskar trophy']",PT8M16S
"India vs Australia, 1st Test, Day 2 | IND vs AUS Live Match | Live Cricket Match Today | Session 3",https://youtube.com/watch?v=M0lYTua1LEA,667392,"#livecricketmatch #livestream #indialivematchtoday 
#cricketlive #cricket 
India vs Australia, 1st Test, Day 2 | IND vs AUS Live Match | Live Cricket Match Today | Session 3

India and Australia share one of the most intense rivalries in Test cricket, with a rich history spanning several decades. Their head-to-head record, as of 2024, stands at 107 Test matches between the two teams, with Australia leading 45 wins to India's 32. 

While Australia has a stronger record overall, India has made significant strides in recent years, particularly on home soil.
IND vs AUS Head-to-Head Test Records
The two cricketing giants, India and Australia, have faced each other in Test cricket 107 times. In this fierce rivalry, Australia holds the upper hand with 45 victories, while India has won 32 matches. Of the remaining encounters, 29 ended in a draw, and one match concluded in a tie. 

 
Squads:
India Squad: Yashasvi Jaiswal, KL Rahul, Devdutt Padikkal, Virat Kohli, Rishabh Pant(w), Dhruv Jurel, Nitish Reddy, Ravichandran Ashwin, Akash Deep, Jasprit Bumrah(c), Mohammed Siraj, Sarfaraz Khan, Prasidh Krishna, Ravindra Jadeja, Harshit Rana, Washington Sundar, Abhimanyu Easwaran

Australia Squad: Usman Khawaja, Nathan McSweeney, Marnus Labuschagne, Steven Smith, Travis Head, Mitchell Marsh, Alex Carey(w), Mitchell Starc, Pat Cummins(c), Nathan Lyon, Josh Hazlewood, Josh Inglis, Scott Boland

aaj ka match
live cricket match
jio cinema live cricket match today
live match today
cricket live match today online
live match today
how to watch cricket live in mobile
live cricket 2024
india vs australia live match today
live cricket match
BY THE WAY  live
live match today
Hotstar
btw LIVE CRICKET 
hindi commentary
india vs australia test Live
australia vs India Live
IND vs AUS Live
AUS vs IND Live Match Today
AUS vs IND Live
India ka match live
match live india
ind vs aus test match live
ind vs aus live stream online
shahid live commentary
btw sports commentary
border gavaskar trophy
INDIA KA MATCH LIVE 
bgt live match

#livestream #livescore #trending #indvsaus 

Score Credit: crex.live

Many clips in this video have been taken from many other videos which have been used under Under Section 107 of the Copyright Act 1976, allowance is made for ""fair use"" for purposes such as criticism, commenting, commentary, news reporting, teaching, scholarship, and research. Fair use is a use permitted by copyright statute that might otherwise be infringing. Non-profit, educational, or personal use tips the balance in favor of fair use.

If any person has objections to the clips used in this video, then he can contact the channel manager. Email ID is given below.
 Please Contact us (Smian40@yahoo.com)",By The Way,"['By The Way', 'ind vs aus', 'ind vs aus live', 'india vs australia live match today', 'ind vs aus live stream', 'ind vs aus live match', 'sports live', 'ind vs aus match live', 'aus vs ind', 'india vs australia live', 'cricket live', 'live cricket', 'cricket live match today online', 'ind vs aus live match today', 'ind vs aus 2024', 'star sports live', 'live match', 'aaj ka match', 'fantasy 11', 'today match live', 'live cricket match', 'dream 11', 'test live', 'bgt', 'india ka match live', 'ind batting', 'match live']",PT3H46M5S
One & only Head🧐🧐#shorts #short #cricketshorts #cricket #cricketlover #bgt #indvsaus #highlights #yt,https://youtube.com/watch?v=ar2Nsc0ccHo,403,,SkyCricket0505,[],PT59S
अब देखो आउट कैसे करते है 🥺🤯#cricket #abcricinfo #indiancricketer #indvsaus3rdtestlive #bgt #indvaus,https://youtube.com/watch?v=KBjlawV6AAw,472438,"pakistan vs zimbabwe
icc champions   update
icc champions trophy 2025
india vs australia 2024
cricket videos
border gavaskar trophy 2024
difference between red and pink ball
pink ball
day night test match
cricket match highlights
india vs australia semifinal 2015
full match highlights
ind vs aus match highlights
adelaide test 2024
aus cricket team
india win 1st test
wtc 2025
border gavaskar trophy
aus vs ind 2nd test match day 1 full highlights
ind vs aus 2nd test match day 1 full highlights
2nd test match aus vs ind highlights
2nd test match ind vs aus highlights
aaj ka dream11 team
day 1 highlights aus vs ind
ind vs aus day 1 highlights
day 1 highlights
2nd test match
2nd test live
today dream11 team
india vs australia live stream
live - ind vs aus 2nd test live stream | india vs australia live match & score
india ka match live
india a team for australia tour
भारत ऑस्ट्रेलिया का पांचवा दीन
india vs austrelia day 5 score
india vs australia 2nd test live
ind vs aus dream11 team aus vs ind dream11 prediction
ind vs aus dream11 today aus vs ind dream11 playing11
aaj ka match live
india vs australia today match highlights
india vs australia 2nd test day 1 highlights 2024
ind vs aus 2nd test highlights
india vs australia test highlights
world cup super 8 ind vs aus dream11 odi aus vs ind dream11 preview
indbgt
live cricket match today
britain's got talent
cricket live
bgt 2024
cricket
ind vs aus live match today
live match
simon cowell
aaj ka match
got talent
today match live
cricket live match today online
ind vs aus
live cricket match
star sports live
britain's got talent 2024
ind vs aus live
dream 11
india vs australia live
live cricket
bgt auditions
aus vs ind
britains got talent
live score
amazing auditions
fantasy cricket
ind vs aus match live
match live
india vs australia live match today
ind vs aus live stream
ind vs aus 2024
sports live
talent
ind vs aus live match
london auditions
aaj ka live match
live cricket commentary
live score and commentary
live cricket score
live match commentary
hindi commentary
ant
live match score
cricket match live
क्रिकेट
bgt judges
britains got talent auditions
british talent show",AB Crico (Fanpage) ,[],PT15S
😭Ind vs Aus BGT#cricket #indvsaus #bgt #mdsiraj #travishead  #india #bcci #bhojpuri #shorts,https://youtube.com/watch?v=zhMho9jZFNk,3462,,Shreyam Srivastava,"['#shorts', '#indvsaus', '#bgt', '#ytshorts', '#viral', '#trending', '#cricket', '#cricketshorts', '#travishead', '#mohmmadsiraj', '#bcci', '#ToughestRivalry', '#AUSVIND', '#Adelaide']",PT11S
ind vs aus highlights #bgt2024 #bgt #cricket,https://youtube.com/watch?v=JVeSWHYCE_8,0,,Dharmendra sinha,[],PT31S
INDIAN PLAYER ❌ GANGSTER ✔️ NEXT TARGET BGT 🗿#cricket#indiancricketer#BGT#WTC#LIVE#highlights#ipl#MI,https://youtube.com/watch?v=qqPCO6-yiKI,471,,Rohit Rampage Cricket,[],PT16S
🔴 LIVE: India vs Australia 3rd Test | IND vs AUS Live Match Today | Live Cricket IND vs AUS BGT 2024,https://youtube.com/watch?v=sP_Zspj4rkc,137421,"Welcome to the LIVE coverage of the India vs Australia 2nd Test match! Watch the action unfold today as India takes on Australia in the Border-Gavaskar Trophy (BGT) 2024. Don't miss out on the live cricket excitement and live score updates!

For Queries:-
✉ Email: kananisgaming2@gmail.com
👉Join Telegram: https://t.me/+Yw8gki_oKmk2NWFl

Welcome to the live stream of the highly anticipated India vs Australia 3rd Test Day 1 in the Border-Gavaskar Trophy! After a thrilling 1-1 series tie, both teams are now set for an intense battle for series control. Watch live updates and key moments as India captain Rohit Sharma won the toss and opted to field first against Australia.
In this match:

India made two key changes: Akash Deep and Ravindra Jadeja replace Harshit Rana and R. Ashwin.
Australia welcomes back Josh Hazlewood after injury, replacing Scott Boland in their playing XI.
Rohit highlighted the overcast conditions and a soft, grassy pitch as crucial factors for fielding first, anticipating better batting conditions as the match progresses.
As both teams look to bounce back from their previous results, the tension is high, and this match promises to be a thrilling contest. Don't miss a single moment of the action!

#INDvsAUS #LiveCricket #BGT2024 #INDvsAUSTestMatch #LiveScore 

Topics to be discussed:-
aaj ka match
IPL Auction
live cricket match
cricket live match today online
IPL live match Today
live match today
today cricket match score
live cricket match today scorecard
cricket live match today online
live match today
live IPL 2024
लाइव क्रिकेट स्कोर
india vs new zealand live match today
live cricket match
Iqbal Sports live
live match today
Hotstar
Iqbal Sports
Cricket 24
hindi commentary
India vs Australia
AUS vs IND Live
Border-Gavaskar Trophy
India vs Australia Test series
Australia vs India 3rd Test
India vs Australia 3ed Test live
India tour of Australia 2024
BGT 2024 Live
IND vs AUS Test Match Today
IND vs AUS Playing XI
Test Match Live
IND vs AUS Commentary
Border-Gavaskar Trophy Live Streaming


#livestream #livescore #trending
Discord: https://discord.gg/9SxhtuQ

Score Credit: crex.live
Image credit: Bcci, viacom, ICC

Copyright Disclaimer Under Section 107 of the Copyright Act 1976, allowance is made for ""fair use"" for purposes such as criticism, comment, news reporting, teaching, scholarship, and research. Fair use is a use permitted by copyright statutes that might otherwise be infringing. Non-profit, educational, or personal use tips the balance in favor of fair use",KM PUNK,"['live cricket match today', 'क्रिकेट', 'Cricket Live', 'live score', 'cricket match live', 'live match', 'live score and commentary', 'cricket live score', 'aaj ka live match', 'live cricket commentary', 'live cricket match', 'live cricket score', 'Live match commentary', 'hindi commentary', 'live match today', 'live match score', 'ind vs aus live match today', 'star sports live', 'aaj ka match', 'fantasy cricket', 'today match live', 'cricket live match today online', 'India', 'INDvsAUSLive', 'BGT2024', 'INDvsAUS', 'Australia']",PT7H23M53S
"India🆚️Australia,1st Test Day 3, Highlights #AUSvIND #cricket #INDvAUS #BGT #tactics_idea_sports",https://youtube.com/watch?v=4MJvaftaGwE,114,"India vs Australia, 1st Test Day 3, Highlights #AUSvIND #crickettamil 
#INDvAUS #BGT #TeamIndiaThe King's Gambit 👑

#INDvAUS #BGT #TeamIndiaShami Magic 🪄

#MohammadShami | #INDvAUS | #BGT2023Domination 👊

Outstanding effort from India to go 1-0 up against Australia in the Border-Gavaskar Trophy 👌

#WTC23 | #INDvAUS | 📝: bit.ly/IND-AUS-1st-TestG. O. N. E! 👏 👏

WHAT. A. REVIEW 👌 👌

Ripper of a start for #TeamIndia ⚡️ ⚡️

Mohammed Siraj strikes with his first ball of the match 👏 👏

Usman Khawaja is out LBW. 

Follow the match ▶️ https://bit.ly/INDvAUS-2023-1STTEST 

#INDvAUSTIMBER! 👌 👌

Mohammad Shami rattles the stumps & how! 👍 👍

Australia 2⃣ down as David Warner departs 

Follow the match ▶️ https://bit.ly/INDvAUS-2023-1STTEST 

#TeamIndia | #INDvAUSThat's Lunch on Day 1 of the opening #INDvAUS Test! 

2️⃣ wickets for #TeamIndia 👌

7️⃣6️⃣ runs for Australia 

We will be back for the Second Session shortly 👍 👍

Scorecard ▶️ https://bit.ly/INDvAUS-2023-1STTEST🚨 Milestone Alert 🚨

4⃣5⃣0⃣ Test wickets & going strong 🙌 🙌

Congratulations to Ashwin Ravi as he becomes only the second #TeamIndia cricketer after Anil Kumble to scalp 4⃣5⃣0⃣ or more Test wickets 👏 👏 

Follow the match ▶️ https://bit.ly/INDvAUS-2023-1STTEST 

#INDvAUSEdged & taken! ☝️

Wicket No. 2⃣ for Ashwin Ravi as Virat Kohli takes the catch! 👏 👏

Australia lose their captain Pat Cummins.

Follow the match ▶️ https://bit.ly/INDvAUS-2023-1STTEST 

#TeamIndia | #INDvAUSAnother one bites the dust! 👍 👍

Ravindra Jadeja is on a roll here in Nagpur 🙌 🙌

Australia lose their 4th wicket as Matt Renshaw departs. 

Follow the match ▶️ https://bit.ly/INDvAUS-2023-1STTEST 

#TeamIndia | #INDvAUSJADEJA is M. O. O. D! 😊 👊

A huge wicket for #TeamIndia as Steve Smith is dismissed! 👏 👏

Follow the match ▶️ https://bit.ly/INDvAUS-2023-1STTEST 

#INDvAUS | Ravindra JadejaRavindra Jadeja scalps his 4⃣th wicket 👏 👏

Australia 8⃣ down as Todd Murphy departs! 

Follow the match ▶️ https://bit.ly/INDvAUS-2023-1STTEST 

#TeamIndia | #INDvAUSThat's Tea on Day 1! 

#TeamIndia scalped 6⃣ wickets in the Second Session 👏 👏

Australia scored 9⃣8⃣ runs

Stay tuned for the third & final session of the opening Day! 

Scorecard  ▶️ https://bit.ly/INDvAUS-2023-1STTEST 

#INDvAUSInnings Break!

Outstanding bowling display from #TeamIndia! 👏 👏

5⃣ wickets for Ravindra Jadeja
3⃣ wickets for Ashwin Ravi
1⃣ wicket each for Mohammad Shami & Mohammed Siraj

Scorecard ▶️ https://bit.ly/INDvAUS-2023-1STTEST 

#INDvAUS5⃣0⃣-run stand! 👌 👌

A solid half-century partnership between #TeamIndia captain Rohit Sharma & vice-captain KL Rahul 🤝

Follow the match ▶️ https://bit.ly/INDvAUS-2023-1STTEST 

#INDvAUSFIFTY for Rohit Sharma 🙌 🙌

#TeamIndia captain leading from the front 👏 👏

Follow the match ▶️ https://bit.ly/INDvAUS-2023-1STTEST 

#INDvAUS#teamindia 
#crickettamil #cricket #crickettamilfacts #cricketer #cricketnews #cricketlover #cricketshorts #cricketfever #crickethighlights #cricketvideo 
#fantasticpanga #crickethighlighnews #crickethighlights #crickethiglight 
#tactics_idea_sports #tactics_idea_sports #tactics_idea_sports #tactics_idea_sports #tactics_idea_sports",TACTICS IDEA SPORTS,[],PT59S
